,capital_expense_f_year,capital_expense_t_period,classification,currency_unit,end_date,f_earning_before_tax,items_name,number,period_mark,sale_in_dome_mark_inco_f_year,sale_in_dome_mark_inco_t_peri,secu_abbr,secu_code,subse_perfo_this_period,subse_perfor_former_year,subsection_asset_at_begi,subsection_asset_at_end,subsection_income_f_year,subsection_income_f_year %,subsection_income_t_period,subsection_income_t_period %,subsection_owes_at_begi,subsection_owes_at_end,t_earning_before_tax
0,811000000.0000,726000000.0000,按业务,港元,2020-06-30,,港口及相关服务,1,半年度,,,长和,00001,,,95087000000.0000,92844000000.0000,13401000000.0,0.09078038206205122,12268000000.0,0.09841878524841358,33398000000.0000,33033000000.0000,
1,954000000.0000,628000000.0000,按业务,港元,2020-06-30,,零售,2,半年度,,,长和,00001,,,215357000000.0000,213491000000.0000,65784000000.0,0.4456306733504945,56156000000.0,0.45050581222773983,48523000000.0000,47814000000.0000,
2,3695000000.0000,113000000.0000,按业务,港元,2020-06-30,,基建,3,半年度,,,长和,00001,,,230100000000.0000,231689000000.0000,9974000000.0,0.06756537054599648,3278000000.0,0.026297422403350153,38777000000.0000,43135000000.0000,
3,0,0,按业务,港元,2020-06-30,,赫斯基能源,4,半年度,,,长和,00001,,,61706000000.0000,55057000000.0000,0.0,0.0,0.0,0.0,0,0,
4,7365000000.0000,6650000000.0000,按业务,港元,2020-06-30,,欧洲3集团,5,半年度,,,长和,00001,,,321998000000.0000,321705000000.0000,43459000000.0,0.2943977780788511,40519000000.0,0.32505956630913513,61300000000.0000,55997000000.0000,
5,154000000.0000,307000000.0000,按业务,港元,2020-06-30,,和记电讯香港控股,6,半年度,,,长和,00001,,,15848000000.0000,16038000000.0000,2515000000.0,0.017036986858149302,1982000000.0,0.01590039389976815,2060000000.0000,2278000000.0000,
6,2000000.0000,7000000.0000,按业务,港元,2020-06-30,,企业及其他,7,半年度,,,长和,00001,,,15544000000.0000,17240000000.0000,157000000.0,0.0010635415255385449,133000000.0,0.0010669790053830293,82604000000.0000,83066000000.0000,
7,1131000000.0000,1787000000.0000,按业务,港元,2020-06-30,,和记电讯亚洲,8,半年度,,,长和,00001,,,15782000000.0000,16236000000.0000,4325000000.0,0.029298198076141445,4521000000.0,0.036269263784486284,25547000000.0000,25483000000.0000,
8,156000000.0000,58000000.0000,按业务,港元,2020-06-30,,财务及投资与其他,9,半年度,,,长和,00001,,,165015000000.0000,171509000000.0000,8005000000.0,0.0542270695027774,5794000000.0,0.046481777121723855,231278000000.0000,231370000000.0000,
9,14268000000.0000,10276000000.0000,按业务,港元,2020-06-30,,小计,10,半年度,,,长和,00001,,,1136437000000.0000,1135809000000.0000,147620000000.0,1.0,124651000000.0,1.0,523487000000.0000,522176000000.0000,
10,0,-14000000.0000,按业务,港元,2020-06-30,,未分配,11,半年度,,,长和,00001,,,74539000000.0000,69987000000.0000,0.0,0.0,0.0,0.0,90526000000.0000,86020000000.0000,
11,14268000000.0000,10262000000.0000,按业务,港元,2020-06-30,,合计,12,半年度,,,长和,00001,,,1210976000000.0000,1205796000000.0000,147620000000.0,1.0,124651000000.0,1.0,614013000000.0000,608196000000.0000,
12,,,按业务,港元,2020-06-30,4468000000.0000,物业租赁,1,半年度,,,恒隆地产,00101,,,189648000000.0000,183454000000.0000,4204000000.0,1.0,4184000000.0,1.0,,,-1924000000.0000
13,,,按业务,港元,2020-06-30,0,物业销售,2,半年度,,,恒隆地产,00101,,,5643000000.0000,6347000000.0000,0.0,0.0,0.0,0.0,,,-4000000.0000
14,,,按业务,港元,2020-06-30,4468000000.0000,小计,3,半年度,,,恒隆地产,00101,,,195291000000.0000,189801000000.0000,4204000000.0,1.0,4184000000.0,1.0,,,-1928000000.0000
15,,,按业务,港元,2020-06-30,0,未分配,4,半年度,,,恒隆地产,00101,,,4689000000.0000,4518000000.0000,0.0,0.0,0.0,0.0,,,0
16,,,按业务,港元,2020-06-30,4468000000.0000,合计,5,半年度,,,恒隆地产,00101,,,199980000000.0000,194319000000.0000,4204000000.0,1.0,4184000000.0,1.0,,,-1928000000.0000
17,,,按业务,人民币元,2020-09-30,,成药,1,其他,0,0,石药集团,01093,3530384000.0000,2927360000.0000,,,13387380000.0,0.7987328031509762,15712874000.0,0.8177309301749609,,,
18,,,按业务,人民币元,2020-09-30,,维生素C原料,2,其他,4403000.0000,4355000.0000,石药集团,01093,296870000.0000,357654000.0000,,,1595692000.0,0.09520395657145667,1438454000.0,0.07486016418345194,,,
19,,,按业务,人民币元,2020-09-30,,抗生素原料,3,其他,73302000.0000,102930000.0000,石药集团,01093,101434000.0000,14954000.0000,,,715060000.0,0.04266270758140406,762075000.0,0.039659981911207544,,,
20,,,按业务,人民币元,2020-09-30,,其它,4,其他,4348000.0000,16615000.0000,石药集团,01093,268986000.0000,218542000.0000,,,1062642000.0,0.06340053269616308,1301810000.0,0.06774892373037968,,,
21,,,按业务,人民币元,2020-09-30,,对销,5,其他,-82053000.0000,-123900000.0000,石药集团,01093,0,0,,,0.0,0.0,0.0,0.0,,,
22,,,按业务,人民币元,2020-09-30,,小计,6,其他,0,0,石药集团,01093,4197674000.0000,3518510000.0000,,,16760774000.0,1.0,19215213000.0,1.0,,,
23,,,按业务,人民币元,2020-09-30,,未分配,7,其他,0,0,石药集团,01093,0,0,,,0.0,0.0,0.0,0.0,,,
24,,,按业务,人民币元,2020-09-30,,合计,8,其他,0,0,石药集团,01093,4197674000.0000,3518510000.0000,,,16760774000.0,1.0,19215213000.0,1.0,,,
25,,,按业务,港元,2020-06-30,8396000000.0000,财富管理及个人银行业务,1,半年度,,,恒生银行,00011,5557000000.0000,8249000000.0000,522253000000.0000,534094000000.0000,22815000000.0,0.675,17554000000.0,0.6439707986353131,971389000000.0000,1009484000000.0000,5468000000.0000
26,,,按业务,港元,2020-06-30,4964000000.0000,商业银行业务,2,半年度,,,恒生银行,00011,3227000000.0000,4964000000.0000,405779000000.0000,412337000000.0000,7834000000.0,0.2317751479289941,6411000000.0,0.23518837815033566,303606000000.0000,309937000000.0000,3227000000.0000
27,,,按业务,港元,2020-06-30,2426000000.0000,环球银行及资本市场业务,3,半年度,,,恒生银行,00011,2646000000.0000,2426000000.0000,712927000000.0000,747863000000.0000,3020000000.0,0.0893491124260355,3383000000.0,0.12410579991929271,201948000000.0000,222133000000.0000,2646000000.0000
28,,,按业务,港元,2020-06-30,108000000.0000,其他业务,4,半年度,,,恒生银行,00011,-296000000.0000,-78000000.0000,36032000000.0000,37727000000.0000,131000000.0,0.0038757396449704143,-89000000.0,-0.0032649767049414873,21131000000.0000,14352000000.0000,-722000000.0000
29,,,按业务,港元,2020-06-30,15894000000.0000,小计,5,半年度,,,恒生银行,00011,11134000000.0000,15561000000.0000,1676991000000.0000,1732021000000.0000,33800000000.0,1.0,27259000000.0,1.0,1498074000000.0000,1555906000000.0000,10619000000.0000
30,,,按业务,港元,2020-06-30,0,未分配,6,半年度,,,恒生银行,00011,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
31,,,按业务,港元,2020-06-30,15894000000.0000,合计,7,半年度,,,恒生银行,00011,11134000000.0000,15561000000.0000,1676991000000.0000,1732021000000.0000,33800000000.0,1.0,27259000000.0,1.0,1498074000000.0000,1555906000000.0000,10619000000.0000
32,,,按业务,人民币元,2020-06-30,,销售已发展物业,1,半年度,0,0,华润置地,01109,11933096000.0000,12186916000.0000,,,36609722000.0,0.7984854702894845,35972063000.0,0.8017198255324138,,,
33,,,按业务,人民币元,2020-06-30,,物业投资及管理,2,半年度,-346179000.0000,-747805000.0000,华润置地,01109,2596279000.0000,3350804000.0000,,,4978746000.0,0.10859018107982053,4635303000.0,0.1033083454916076,,,
34,,,按业务,人民币元,2020-06-30,,酒店经营,3,半年度,0,0,华润置地,01109,-144846000.0000,-3684000.0000,,,716326000.0,0.015623606838385314,349713000.0,0.0077941552961924105,,,
35,,,按业务,人民币元,2020-06-30,,建筑、装修服务及其他,4,半年度,-4975604000.0000,-4610637000.0000,华润置地,01109,-82846000.0000,-88204000.0000,,,3544158000.0,0.07730074179230967,3911542000.0,0.08717767367978614,,,
36,,,按业务,人民币元,2020-06-30,,小计,5,半年度,-5321783000.0000,-5358442000.0000,华润置地,01109,14301683000.0000,15445832000.0000,,,45848952000.0,1.0,44868621000.0,1.0,,,
37,,,按业务,人民币元,2020-06-30,,未分配,6,半年度,0,0,华润置地,01109,0,0,,,0.0,0.0,0.0,0.0,,,
38,,,按业务,人民币元,2020-06-30,,合计,7,半年度,-5321783000.0000,-5358442000.0000,华润置地,01109,14301683000.0000,15445832000.0000,,,45848952000.0,1.0,44868621000.0,1.0,,,
39,,,按业务,港元,2020-06-30,,物业销售,1,半年度,,,长实集团,01113,,,,,19232000000.0,0.5655139967066573,19484000000.0,0.5364094375464582,,,
40,,,按业务,港元,2020-06-30,,物业租务,2,半年度,,,长实集团,01113,,,,,3756000000.0,0.11044460127028935,3453000000.0,0.09506373372243482,,,
41,,,按业务,港元,2020-06-30,,酒店及服务套房业务,3,半年度,,,长实集团,01113,,,,,2374000000.0,0.06980710421077393,992000000.0,0.02731051950554745,,,
42,,,按业务,港元,2020-06-30,,物业及项目管理,4,半年度,,,长实集团,01113,,,,,432000000.0,0.012702893436838392,403000000.0,0.011094898549128651,,,
43,,,按业务,港元,2020-06-30,,飞机租赁,5,半年度,,,长实集团,01113,,,,,1556000000.0,0.045753940249353094,1520000000.0,0.041846763758500126,,,
44,,,按业务,港元,2020-06-30,,英式酒馆业务,6,半年度,,,长实集团,01113,,,,,0.0,0.0,3862000000.0,0.10632381686534703,,,
45,,,按业务,港元,2020-06-30,,基建及实用资产业务,7,半年度,,,长实集团,01113,,,,,6658000000.0,0.19577746412608799,6609000000.0,0.18195083005258375,,,
46,,,按业务,港元,2020-06-30,,小计,8,半年度,,,长实集团,01113,,,,,34008000000.0,1.0,36323000000.0,1.0,,,
47,,,按业务,港元,2020-06-30,,未分配,9,半年度,,,长实集团,01113,,,,,0.0,0.0,0.0,0.0,,,
48,,,按业务,港元,2020-06-30,,合计,10,半年度,,,长实集团,01113,,,,,34008000000.0,1.0,36323000000.0,1.0,,,
49,,,按业务,港元,2020-06-30,,物业发展-香港,1,半年度,,,恒基地产,00012,2512000000.0000,478000000.0000,,,2737000000.0,0.33669578053881166,5388000000.0,0.4923695513113406,,,
50,,,按业务,港元,2020-06-30,,物业发展-中国内地,2,半年度,,,恒基地产,00012,449000000.0000,168000000.0000,,,814000000.0,0.10013531799729364,1123000000.0,0.10262268116604222,,,
51,,,按业务,港元,2020-06-30,,物业租赁-香港,3,半年度,,,恒基地产,00012,1389000000.0000,1594000000.0000,,,2186000000.0,0.2689137655308156,2057000000.0,0.18797404733619666,,,
52,,,按业务,港元,2020-06-30,,物业租赁-中国内地,4,半年度,,,恒基地产,00012,714000000.0000,726000000.0000,,,917000000.0,0.11280600319842539,881000000.0,0.08050808736178379,,,
53,,,按业务,港元,2020-06-30,,百货商店业务和超级市场及百货商店综合业务,5,半年度,,,恒基地产,00012,118000000.0000,116000000.0000,,,926000000.0,0.11391315044900972,880000000.0,0.08041670474275793,,,
54,,,按业务,港元,2020-06-30,,其他业务,6,半年度,,,恒基地产,00012,56000000.0000,657000000.0000,,,549000000.0,0.06753598228564399,614000000.0,0.056108928081878826,,,
55,,,按业务,港元,2020-06-30,,公用事业及能源,7,半年度,,,恒基地产,00012,0,0,,,0.0,0.0,0.0,0.0,,,
56,,,按业务,港元,2020-06-30,,小计,8,半年度,,,恒基地产,00012,5238000000.0000,3739000000.0000,,,8129000000.0,1.0,10943000000.0,1.0,,,
57,,,按业务,港元,2020-06-30,,未分配,9,半年度,,,恒基地产,00012,0,0,,,0.0,0.0,0.0,0.0,,,
58,,,按业务,港元,2020-06-30,,合计,10,半年度,,,恒基地产,00012,5238000000.0000,3739000000.0000,,,8129000000.0,1.0,10943000000.0,1.0,,,
59,10201000000.0000,10324000000.0000,按业务,人民币元,2020-06-30,87516000000.0000,公司金融业务,1,半年度,,,工商银行,01398,77613000000.0000,87516000000.0000,10247872000000.0000,11110478000000.0000,203670000000.0,0.5166627346823844,200773000000.0,0.49900583080234423,12854095000000.0000,13952282000000.0000,77613000000.0000
60,7967000000.0000,7989000000.0000,按业务,人民币元,2020-06-30,83896000000.0000,个人金融业务,2,半年度,,,工商银行,01398,78123000000.0000,83896000000.0000,6496604000000.0000,6882642000000.0000,144228000000.0,0.36587240584166025,156888000000.0,0.3899330427045379,10763847000000.0000,11789088000000.0000,78123000000.0000
61,2530000000.0000,2728000000.0000,按业务,人民币元,2020-06-30,37671000000.0000,资金业务,3,半年度,,,工商银行,01398,34301000000.0000,37671000000.0000,13176154000000.0000,14931486000000.0000,44231000000.0,0.1122036108299531,42476000000.0,0.10557082709906399,3540594000000.0000,4322931000000.0000,34301000000.0000
62,232000000.0000,229000000.0000,按业务,人民币元,2020-06-30,126000000.0000,其他,4,半年度,,,工商银行,01398,-1072000000.0000,-1214000000.0000,188806000000.0000,187404000000.0000,2074000000.0,0.005261248646002186,2209000000.0,0.005490299394053874,258897000000.0000,300953000000.0000,-686000000.0000
63,20930000000.0000,21270000000.0000,按业务,人民币元,2020-06-30,209209000000.0000,小计,5,半年度,,,工商银行,01398,188965000000.0000,207869000000.0000,30109436000000.0000,33112010000000.0000,394203000000.0,1.0,402346000000.0,1.0,27417433000000.0000,30365254000000.0000,189351000000.0000
64,0,0,按业务,人民币元,2020-06-30,0,未分配,6,半年度,,,工商银行,01398,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
65,20930000000.0000,21270000000.0000,按业务,人民币元,2020-06-30,209209000000.0000,合计,7,半年度,,,工商银行,01398,188965000000.0000,207869000000.0000,30109436000000.0000,33112010000000.0000,394203000000.0,1.0,402346000000.0,1.0,27417433000000.0000,30365254000000.0000,189351000000.0000
66,,,按业务,港元,2020-06-30,,物业销售-香港,1,年度,,,新鸿基地产,00016,15965000000.0000,16372000000.0000,194548000.0000,190858000.0000,36518000000.0,0.4281025063890647,36268000000.0,0.43879834972717263,25716000.0000,27959000.0000,
67,,,按业务,港元,2020-06-30,,物业销售-中国内地,2,年度,,,新鸿基地产,00016,1667000000.0000,1105000000.0000,21406000.0000,22448000.0000,2055000000.0,0.024090877118942113,3497000000.0,0.04230941405635609,3000000.0000,4668000.0000,
68,,,按业务,港元,2020-06-30,,物业销售-新加坡,3,年度,,,新鸿基地产,00016,0,0,26000.0000,0,0.0,0.0,0.0,0.0,0,0,
69,,,按业务,港元,2020-06-30,,物业租赁-香港,4,年度,,,新鸿基地产,00016,11898000000.0000,12741000000.0000,337572000.0000,333432000.0000,16555000000.0,0.19407516822583293,15914000000.0,0.19253989570856472,4407000.0000,12119000.0000,
70,,,按业务,港元,2020-06-30,,物业租赁-中国内地,5,年度,,,新鸿基地产,00016,3211000000.0000,3310000000.0000,105485000.0000,106722000.0000,4035000000.0,0.047302525145952026,3995000000.0,0.04833460370464472,2601000.0000,2173000.0000,
71,,,按业务,港元,2020-06-30,,物业租赁-新加坡,6,年度,,,新鸿基地产,00016,0,0,5026000.0000,4700000.0000,0.0,0.0,0.0,0.0,0,0,
72,,,按业务,港元,2020-06-30,,酒店业务,7,年度,,,新鸿基地产,00016,-335000000.0000,1180000000.0000,24986000.0000,25704000.0000,4786000000.0,0.056106539119833064,2595000000.0,0.031396319552829295,513000.0000,393000.0000,
73,,,按业务,港元,2020-06-30,,电讯,8,年度,,,新鸿基地产,00016,520000000.0000,823000000.0000,7289000.0000,8029000.0000,8415000000.0,0.09864950411479215,6986000000.0,0.08452203791755895,1883000.0000,3037000.0000,
74,,,按业务,港元,2020-06-30,,运输基建及物流,9,年度,,,新鸿基地产,00016,1181000000.0000,1341000000.0000,7262000.0000,7727000.0000,4261000000.0,0.049951935476307704,4051000000.0,0.04901213507071733,754000.0000,1349000.0000,
75,,,按业务,港元,2020-06-30,,数据中心业务,10,年度,,,新鸿基地产,00016,855000000.0000,765000000.0000,5738000.0000,8765000.0000,1561000000.0,0.018299688166748727,1714000000.0,0.02073729931157974,1018000.0000,1312000.0000,
76,,,按业务,港元,2020-06-30,,其他业务,11,年度,,,新鸿基地产,00016,1372000000.0000,1186000000.0000,11895000.0000,12989000.0000,7116000000.0,0.08342125624252655,7633000000.0,0.09234994495057651,4391000.0000,4411000.0000,
77,,,按业务,港元,2020-06-30,,小计,12,年度,,,新鸿基地产,00016,36334000000.0000,38823000000.0000,721233000.0000,721374000.0000,85302000000.0,1.0,82653000000.0,1.0,44283000.0000,57421000.0000,
78,,,按业务,港元,2020-06-30,,未分配,13,年度,,,新鸿基地产,00016,0,0,29929000.0000,76457000.0000,0.0,0.0,0.0,0.0,131060000.0000,149995000.0000,
79,,,按业务,港元,2020-06-30,,合计,14,年度,,,新鸿基地产,00016,36334000000.0000,38823000000.0000,751162000.0000,797831000.0000,85302000000.0,1.0,82653000000.0,1.0,175343000.0000,207416000.0000,
80,,,按业务,港元,2020-06-30,,物业发展,1,年度,0,-1200000.0000,新世界发展,00017,10504200000.0000,13438200000.0000,104877600000.0000,131858200000.0000,38511500000.0,0.5016896028847005,19207500000.0,0.32550781422117075,29567200000.0000,31389900000.0000,
81,,,按业务,港元,2020-06-30,,物业投资,2,年度,-181600000.0000,-172400000.0000,新世界发展,00017,2175100000.0000,1617600000.0000,178943200000.0000,178379400000.0000,3669400000.0,0.047801301658598604,4349500000.0,0.07371059419263216,2411400000.0000,3150500000.0000,
82,,,按业务,港元,2020-06-30,,道路,3,年度,0,0,新世界发展,00017,811100000.0000,1199500000.0000,10204800000.0000,14991400000.0000,2529000000.0,0.03294530220052212,2070500000.0,0.03508858150956314,475100000.0000,765400000.0000,
83,,,按业务,港元,2020-06-30,,航空,4,年度,0,0,新世界发展,00017,-24200000.0000,47400000.0000,6592000000.0000,6332700000.0000,161600000.0,0.002105164426889828,0.0,0.0,0,0,
84,,,按业务,港元,2020-06-30,,建筑,5,年度,-8406400000.0000,-8141200000.0000,新世界发展,00017,674700000.0000,736200000.0000,7926700000.0000,14283000000.0000,17368000000.0,0.22625306786028795,16691000000.0,0.28286090991360463,8877800000.0000,10755600000.0000,
85,,,按业务,港元,2020-06-30,,保险,6,年度,0,0,新世界发展,00017,819200000.0000,0,3120000000.0000,54973200000.0000,0.0,0.0,6180000000.0,0.10473191679744034,0,37948400000.0000,
86,,,按业务,港元,2020-06-30,,酒店营运,7,年度,0,0,新世界发展,00017,-907600000.0000,-261300000.0000,18225000000.0000,19289000000.0000,1490900000.0,0.019421965619121562,1212200000.0,0.0205430468514332,438400000.0000,728000000.0000,
87,,,按业务,港元,2020-06-30,,其他,8,年度,-223100000.0000,-156300000.0000,新世界发展,00017,-1995000000.0000,-995500000.0000,32565800000.0000,36167900000.0000,13033200000.0,0.16978359534987936,9297100000.0,0.15755713651415576,8183200000.0000,11441000000.0000,
88,,,按业务,港元,2020-06-30,,小计,9,年度,-8811100000.0000,-8471100000.0000,新世界发展,00017,12057500000.0000,15782100000.0000,362455100000.0000,456274800000.0000,76763600000.0,1.0,59007800000.0,1.0,49953100000.0000,96178800000.0000,
89,,,按业务,港元,2020-06-30,,未分配,10,年度,0,0,新世界发展,00017,0,0,140829800000.0000,143921100000.0000,0.0,0.0,0.0,0.0,177967300000.0000,224272000000.0000,
90,,,按业务,港元,2020-06-30,,合计,11,年度,-8811100000.0000,-8471100000.0000,新世界发展,00017,12057500000.0000,15782100000.0000,503284900000.0000,600195900000.0000,76763600000.0,1.0,59007800000.0,1.0,227920400000.0000,320450800000.0000,
91,,,按业务,人民币元,2020-09-30,,智能手机,1,其他,,,小米集团-W,01810,,,,,91298070000.0,0.6112251917831548,109556405000.0,0.6245991332781221,,,
92,,,按业务,人民币元,2020-09-30,,IoT与生活消费产品,2,其他,,,小米集团-W,01810,,,,,42593957000.0,0.2851593635673618,46356097000.0,0.2642837541844911,,,
93,,,按业务,人民币元,2020-09-30,,互联网服务,3,其他,,,小米集团-W,01810,,,,,14146516000.0,0.09470854044519746,17580207000.0,0.10022765948782252,,,
94,,,按业务,人民币元,2020-09-30,,其他,4,其他,,,小米集团-W,01810,,,,,1330415000.0,0.008906904204285873,1910040000.0,0.010889453049564235,,,
95,,,按业务,人民币元,2020-09-30,,小计,5,其他,,,小米集团-W,01810,,,,,149368958000.0,1.0,175402749000.0,1.0,,,
96,,,按业务,人民币元,2020-09-30,,未分配,6,其他,,,小米集团-W,01810,,,,,0.0,0.0,0.0,0.0,,,
97,,,按业务,人民币元,2020-09-30,,合计,7,其他,,,小米集团-W,01810,,,,,149368958000.0,1.0,175402749000.0,1.0,,,
98,,,按业务,港元,2020-06-30,,地产-物业投资,1,半年度,52000000.0000,26000000.0000,太古股份公司A,00019,4317000000.0000,5821000000.0000,321682000000.0000,315718000000.0000,6360000000.0,0.1483554933519944,6121000000.0,0.15672367882015567,43865000000.0000,40843000000.0000,
99,,,按业务,港元,2020-06-30,,地产-投资物业公平值变化,2,半年度,0,0,太古股份公司A,00019,-2601000000.0000,3831000000.0000,0,0,0.0,0.0,0.0,0.0,0,0,
100,,,按业务,港元,2020-06-30,,地产-物业买卖,3,半年度,0,0,太古股份公司A,00019,-30000000.0000,50000000.0000,8287000000.0000,8009000000.0000,392000000.0,0.00914392348961978,130000000.0,0.003328553871364195,3562000000.0000,3297000000.0000,
101,,,按业务,港元,2020-06-30,,地产-酒店,4,半年度,0,0,太古股份公司A,00019,-197000000.0000,11000000.0000,7619000000.0000,7390000000.0000,706000000.0,0.016468392815488685,274000000.0,0.007015567390413765,1504000000.0000,1472000000.0000,
102,,,按业务,港元,2020-06-30,,航空-国泰航空集团,5,半年度,0,0,太古股份公司A,00019,0,0,28697000000.0000,22667000000.0000,0.0,0.0,0.0,0.0,0,0,
103,,,按业务,港元,2020-06-30,,航空-港机集团,6,半年度,0,0,太古股份公司A,00019,551000000.0000,679000000.0000,16292000000.0000,16794000000.0000,7873000000.0,0.18364823886167483,6226000000.0,0.159412126177796,8217000000.0000,8466000000.0000,
104,,,按业务,港元,2020-06-30,,航空-其他,7,半年度,0,0,太古股份公司A,00019,-27000000.0000,-28000000.0000,7172000000.0000,7145000000.0000,0.0,0.0,0.0,0.0,0,0,
105,,,按业务,港元,2020-06-30,,饮料-中国内地,8,半年度,0,0,太古股份公司A,00019,867000000.0000,707000000.0000,0,0,11042000000.0,0.2575693958479123,10904000000.0,0.2791888570258091,0,0,
106,,,按业务,港元,2020-06-30,,饮料-香港,9,半年度,1000000.0000,1000000.0000,太古股份公司A,00019,82000000.0000,102000000.0000,0,0,1094000000.0,0.025519010963377654,999000000.0,0.02557865628840639,0,0,
107,,,按业务,港元,2020-06-30,,饮料-台湾,10,半年度,0,0,太古股份公司A,00019,54000000.0000,35000000.0000,0,0,781000000.0,0.018217867972941452,873000000.0,0.022352519459238017,0,0,
108,,,按业务,港元,2020-06-30,,饮料-美国,11,半年度,0,0,太古股份公司A,00019,397000000.0000,399000000.0000,0,0,8251000000.0,0.19246559365523677,8474000000.0,0.2169705038918476,0,0,
109,,,按业务,港元,2020-06-30,,饮料-太古可口可乐,12,半年度,0,0,太古股份公司A,00019,0,0,33350000000.0000,34228000000.0000,0.0,0.0,0.0,0.0,20063000000.0000,20395000000.0000,
110,,,按业务,港元,2020-06-30,,饮料-中央成本,13,半年度,0,0,太古股份公司A,00019,-50000000.0000,-42000000.0000,0,0,0.0,0.0,0.0,0.0,0,0,
111,,,按业务,港元,2020-06-30,,海洋服务-太古海洋开发集团,14,半年度,0,0,太古股份公司A,00019,-4889000000.0000,-519000000.0000,11498000000.0000,6699000000.0000,1287000000.0,0.030020993701889435,1010000000.0,0.0258603031544449,6295000000.0000,2045000000.0000,
112,,,按业务,港元,2020-06-30,,海洋服务-香港联合船坞集团,15,半年度,0,0,太古股份公司A,00019,0,0,12000000.0000,-71000000.0000,0.0,0.0,0.0,0.0,0,0,
113,,,按业务,港元,2020-06-30,,贸易及实业-太古资源,16,半年度,0,0,太古股份公司A,00019,-48000000.0000,74000000.0000,1673000000.0000,1471000000.0000,1779000000.0,0.041497550734779565,1069000000.0,0.027370954526833264,1564000000.0000,1367000000.0000,
114,,,按业务,港元,2020-06-30,,贸易及实业-太古汽车,17,半年度,0,0,太古股份公司A,00019,99000000.0000,94000000.0000,2371000000.0000,2288000000.0000,2537000000.0,0.05917891299276883,2381000000.0,0.06096374436706268,1136000000.0000,962000000.0000,
115,,,按业务,港元,2020-06-30,,贸易及实业-太古食品,18,半年度,36000000.0000,29000000.0000,太古股份公司A,00019,-9000000.0000,-13000000.0000,1574000000.0000,1443000000.0000,765000000.0,0.017844646606018196,591000000.0,0.015132117984432609,639000000.0000,553000000.0000,
116,,,按业务,港元,2020-06-30,,贸易及实业-太古环保服务,19,半年度,0,0,太古股份公司A,00019,-2000000.0000,73000000.0000,37000000.0000,47000000.0000,0.0,0.0,0.0,0.0,0,0,
117,,,按业务,港元,2020-06-30,,贸易及实业-医疗保健,20,半年度,0,0,太古股份公司A,00019,-7000000.0000,-283000000.0000,0,538000000.0000,0.0,0.0,0.0,0.0,0,0,
118,,,按业务,港元,2020-06-30,,贸易及实业-中央成本,21,半年度,0,0,太古股份公司A,00019,-8000000.0000,0,0,0,0.0,0.0,0.0,0.0,0,0,
119,,,按业务,港元,2020-06-30,,贸易及实业-其他业务,22,半年度,0,0,太古股份公司A,00019,0,-11000000.0000,86000000.0000,110000000.0000,0.0,0.0,0.0,0.0,82000000.0000,187000000.0000,
120,,,按业务,港元,2020-06-30,,总办事处-收入／(支出)净额,23,半年度,16000000.0000,22000000.0000,太古股份公司A,00019,-169000000.0000,-114000000.0000,1047000000.0000,6994000000.0000,3000000.0,6.997900629811057e-05,4000000.0,0.00010241704219582139,24976000000.0000,35680000000.0000,
121,,,按业务,港元,2020-06-30,,分部之间抵销,24,半年度,-105000000.0000,-78000000.0000,太古股份公司A,00019,0,0,0,0,0.0,0.0,0.0,0.0,0,0,
122,,,按业务,港元,2020-06-30,,小计,25,半年度,0,0,太古股份公司A,00019,-1670000000.0000,10866000000.0000,441397000000.0000,431470000000.0000,42870000000.0,1.0,39056000000.0,1.0,111903000000.0000,115267000000.0000,
123,,,按业务,港元,2020-06-30,,未分配,26,半年度,0,0,太古股份公司A,00019,0,0,0,0,0.0,0.0,0.0,0.0,0,0,
124,,,按业务,港元,2020-06-30,,合计,27,半年度,0,0,太古股份公司A,00019,-1670000000.0000,10866000000.0000,441397000000.0000,431470000000.0000,42870000000.0,1.0,39056000000.0,1.0,111903000000.0000,115267000000.0000,
125,38000000.0000,66000000.0000,按业务,美元,2020-06-30,,澳门威尼斯人,1,半年度,,,金沙中国有限公司,01928,-48000000.0000,697000000.0000,3236000000.0000,3052000000.0000,1751000000.0,0.39189794091316027,343000000.0,0.4044811320754717,,,
126,107000000.0000,368000000.0000,按业务,美元,2020-06-30,,金沙城中心,2,半年度,,,金沙中国有限公司,01928,-79000000.0000,377000000.0000,4531000000.0000,4046000000.0000,1060000000.0,0.23724261414503134,180000000.0,0.21226415094339623,,,
127,14000000.0000,7000000.0000,按业务,美元,2020-06-30,,澳门巴黎人,3,半年度,,,金沙中国有限公司,01928,-84000000.0000,302000000.0000,2372000000.0000,2253000000.0000,868000000.0,0.19427036705461057,118000000.0,0.1391509433962264,,,
128,59000000.0000,127000000.0000,按业务,美元,2020-06-30,,澳门百利宫,4,半年度,,,金沙中国有限公司,01928,10000000.0000,168000000.0000,1255000000.0000,1257000000.0000,435000000.0,0.09735899731423456,126000000.0,0.14858490566037735,,,
129,6000000.0000,3000000.0000,按业务,美元,2020-06-30,,澳门金沙,5,半年度,,,金沙中国有限公司,01928,-32000000.0000,83000000.0000,323000000.0000,268000000.0000,307000000.0,0.06871083258728737,76000000.0,0.08962264150943396,,,
